25ns master table: /dev/CMSSW_7_4_0/HLT/V361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lien Steam Gdoc,,,,,,Lien Steam Gdoc,,,,,,,,,,,,
,,,,,,,L1 prescales,,,,,,,,,,,,HLT prescales,,,,,,,,,,,,Total prescale,,,,,,,,,,,,,,,/frozen/2015/25ns14e33/v3.0/HLT/V1 ,,,,,,/dev/CMSSW_7_4_0/GRun/V106,,,,,,,,,,,,
HLT_Ele8_CaloIdM_TrackIdM_PFJet30_v2,SUSY,"25ns, 50ns,",yes,CMSHLT-293,L1_SingleEG10 OR L1_SingleEG5,,  20 000,  10 000,  7 500,  5 000,  3 000,  1 500,   100,   75,   50,   30,   15,,   1,   1,   1,   1,   1,   1,   12,   12,   12,   12,   12,,  20 000,  10 000,  7 500,  5 000,  3 000,  1 500,  1 200,   900,   600,   360,   180,,,ms,0.41,±,0.12,Hz,,ms,0.49,±,0.29,Hz,,"group : SUSY, type : control, description : path for fake-ratio measurement, similar to the Ele leg of HLT_DoubleEle8_CaloIdM_TrkIdM_Mass8_PFHT300 and HLT_Mu8_Ele8_CaloIdM_TrkIdM_Mass8_PFHT300",,,,,,,,
HLT_FullTrack12_v2,,LowPU,yes,CMSHLT-273 (for low PU runs),L1_ZeroBias,,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,,   6,   6,   4,   3,   1,   1,   1,   1,   1,   1,   1,,   78,   78,   52,   39,   13,   13,   13,   13,   13,   13,   13,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_FullTrack12ForEndOfFill_v1,HIN,LowPU,yes?,CMSHLT-486,L1_ZeroBias,,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_FullTrack20_v2,,LowPU,yes,CMSHLT-273 (for low PU runs),L1_ZeroBias,,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_FullTrack30_v2,,LowPU,yes,CMSHLT-273 (for low PU runs),L1_ZeroBias,,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,   13,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_FullTrack50_v2,HIN,LowPU,yes,"CMSHLT-273, CMSHLT-486",L1_SingleJet36,,  80 000,  40 000,  40 000,  40 000,  20 000,  20 000,  5 000,  5 000,  2 000,  2 000,  2 000,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_GlobalRunHPDNoise_v2,HCAL,"25ns, 50ns, LowPU",yes,CMSHLT-306,L1_SingleJetC20_NotBptxOR,,   10,   10,   10,   10,   10,   10,   10,   10,   10,   10,   10,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   10,   10,   10,   10,   10,   10,   10,   10,   10,   10,   10,,,ms,,±,,Hz,,ms,0,±,0,Hz,,None,,,,,,,,
HLT_HcalCalibration_v1,HCAL,"25ns, 50ns, LowPU",yes,CMSHLT-306,none,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,,ms,,±,,Hz,,ms,0,±,0,Hz,,None,,,,,,,,
HLT_HcalNZS_v2,HCAL,"25ns, 50ns, LowPU",yes,CMSHLT-306,L1_SingleEG5 OR L1_SingleEG20 OR L1_SingleJet36 OR L1_SingleJet68 OR L1_SingleMuOpen OR L1_ZeroBias,,   13,   13,   10,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   13,   13,   10,   1,   1,   1,   1,   1,   1,   1,   1,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HcalPhiSym_v2,HCAL,"25ns, 50ns, LowPU",yes,CMSHLT-306,L1_SingleEG5 OR L1_SingleEG20 OR L1_SingleMuOpen,,  4 000,  2 000,   10,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,  4 000,  2 000,   10,   1,   1,   1,   1,   1,   1,   1,   1,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HcalUTCA_v2,HCAL,"25ns, 50ns, LowPU",yes,CMSHLT-306,none,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,,ms,,±,,Hz,,ms,,±,,Hz,,"Accepts 1/2^20 events, based on L1A number. Used for HCAL uTCA upgrade work.",,,,,,,,
HLT_HIL1DoubleMu0_HighQ_v2,HIN,"HIon,",yes,CMSHLT-198,L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,"- group: HIN, - exp rate at :, - type: signal, - description: dimuons",,,,,,,,
HLT_HIL2DoubleMu0_NHitQ_v2,HIN,"HIon,",yes,CMSHLT-198,L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL2DoubleMu0_v2,HIN,"HIon, LowPU",yes,CMSHLT-258 (for low PU runs),L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL2DoubleMu3_v2,HIN,"HIon,",yes,CMSHLT-198,L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL2Mu15_v2,HIN,"HIon,",yes,CMSHLT-198,L1_SingleMu3_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,group:,,,,,,,,
HLT_HIL2Mu3_NHitQ_v2,HIN,"HIon,",yes,CMSHLT-198,L1_SingleMu3_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL2Mu3_v2,HIN,"HIon, LowPU",yes,CMSHLT-258 (for low PU runs),L1_SingleMu3_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL2Mu7_v2,HIN,"HIon,",yes,CMSHLT-198,L1_SingleMu3_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,"group: , rate:, type: , description:",,,,,,,,
HLT_HIL3DoubleMuOpen_OS_NoCowboy_v2,HIN,"HIon,",yes,CMSHLT-198,L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL3DoubleMuOpen_OS_v2,HIN,"HIon,",yes,CMSHLT-198,L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL3DoubleMuOpen_SS_v2,HIN,"HIon,",yes,CMSHLT-198,L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL3DoubleMuOpen_v2,HIN,"HIon,",yes,CMSHLT-198,L1_DoubleMuOpen_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HIL3Mu3_v2,HIN,"HIon, LowPU",yes,CMSHLT-258 (for low PU runs),L1_SingleMu3_BptxAND,,0,0,0,0,0,0,0,0,0,0,0,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,None,,,,,,,,
HLT_HISinglePhoton10_v2,HIN,LowPU,yes,CMSHLT-279 (for low PU runs),L1_SingleEG5,,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,HI style gamma trigger for low PU run for group: HIN,,,,,,,,
HLT_HISinglePhoton15_v2,HIN,LowPU,yes,CMSHLT-279 (for low PU runs),L1_SingleEG5,,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,HI style gamma trigger for low PU run for group: HIN,,,,,,,,
HLT_HISinglePhoton20_v2,HIN,LowPU,yes,CMSHLT-279 (for low PU runs),L1_SingleEG5,,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,HI style gamma trigger for low PU run for group: HIN,,,,,,,,
HLT_HISinglePhoton40_v2,HIN,LowPU,yes,CMSHLT-279 (for low PU runs),L1_SingleEG5,,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,HI style gamma trigger for low PU run for group: HIN,,,,,,,,
HLT_HISinglePhoton60_v2,HIN,LowPU,yes,CMSHLT-279 (for low PU runs),L1_SingleEG5,,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,  262 139,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,ms,,±,,Hz,,ms,,±,,Hz,,group: Egamma,,,,,,,,
HLT_HT200_v1,EXO,25ns,yes,CMSHLT-488,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,  20 000,  10 000,  7 100,  5 000,  2 800,  1 400,  1 000,   710,   500,   280,   150,,  20 000,  10 000,  7 100,  5 000,  2 800,  1 400,  1 000,   710,   500,   280,   150,,,ms,,±,,Hz,,ms,,±,,Hz,,group: EXO,,,,,,,,
HLT_HT275_v1,EXO,25ns,yes,CMSHLT-488,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,  8 000,  4 000,  2 800,  2 000,  1 100,   570,   400,   280,   200,   110,   60,,  8 000,  4 000,  2 800,  2 000,  1 100,   570,   400,   280,   200,   110,   60,,,ms,,±,,Hz,,ms,,±,,Hz,,group: EXO,,,,,,,,
HLT_HT325_v1,EXO,25ns,yes,CMSHLT-488,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,  4 000,  2 000,  1 400,  1 000,   570,   280,   200,   140,   100,   60,   30,,  4 000,  2 000,  1 400,  1 000,   570,   280,   200,   140,   100,   60,   30,,,ms,,±,,Hz,,ms,,±,,Hz,,group: EXO,,,,,,,,
HLT_HT425_v1,EXO,25ns,yes,CMSHLT-488,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,  1 500,   750,   530,   370,   210,   100,   75,   50,   36,   20,   10,,  1 500,   750,   530,   370,   210,   100,   75,   50,   36,   20,   10,,,ms,,±,,Hz,,ms,,±,,Hz,,group: EXO,,,,,,,,
HLT_HT575_v1,EXO,25ns,yes,CMSHLT-488,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   500,   250,   170,   120,   70,   35,   25,   20,   12,   10,   3,,   500,   250,   170,   120,   70,   35,   25,   20,   12,   10,   3,,,ms,,±,,Hz,,ms,,±,,Hz,,group: EXO,,,,,,,,
HLT_HT2000_v1,Hotline,"25ns, 50ns,",yes,CMSHLT-312,L1_HTT175,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,,ms,18.45,±,7.05,Hz,,ms,2.86,±,2.73,Hz,,"group: PPD, rate: 0.087 Hz @ 5e33, approval: https://indico.cern.ch/event/376578/contribution/2/material/slides/0.pdf, description: main HT trigger for the hotline",,,,,,,,
HLT_HT2500_v1,Hotline,"25ns, 50ns,",yes,CMSHLT-312,L1_HTT175,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,,ms,18.2,±,7.05,Hz,,ms,2.8,±,2.73,Hz,,"group: PPD, rate: < 0.087 Hz @ 5e33, approval: https://indico.cern.ch/event/376578/contribution/2/material/slides/0.pdf, description: backup HT trigger for the hotline",,,,,,,,
HLT_HT350_DisplacedDijet40_DisplacedTrack_v2,EXO (long-lived),"25ns, 50ns,",yes,CMSHLT-196 (only for 7e33),L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,   1,,,ms,0,±,0,Hz,,ms,2.17,±,0.54,Hz,,"group: EXO, menu: 7e33, rate: 4 Hz, type: Signal, description: ht350 + 2 jets pt > 40 with at most 2 prompt tracks and 1 displaced track with high IP significance",,,,,,,,
